LUC,GCM,RCP,Timestep,LULC,Mean,Lower,Upper
Low,CanESM2,rcp45,2073,Grassland,45272.98,45100.075,45490.575
Low,CanESM2,rcp45,2073,Shrubland,110497.75,110351.7,110662
Low,CanESM2,rcp45,2073,SnowIce,28,28,28
Low,CanESM2,rcp45,2073,Water,18655,18655,18655
Low,CanESM2,rcp45,2073,Wetland,2893.01,2806,2992.575
Low,CanESM2,rcp45,2074,Agriculture,42242.54,41981,42487.1
Low,CanESM2,rcp45,2074,Barren,19155,19155,19155
Low,CanESM2,rcp45,2074,Developed,30108.77,29933.575,30250
Low,CanESM2,rcp45,2074,Forest,154950.3,154856.95,155056.90000000002
Low,CanESM2,rcp45,2074,Grassland,45276.99,45102.425,45517.05
Low,CanESM2,rcp45,2074,Shrubland,110498.09,110358.42499999999,110671
Low,CanESM2,rcp45,2074,SnowIce,28,28,28
Low,CanESM2,rcp45,2074,Water,18655,18655,18655
Low,CanESM2,rcp45,2074,Wetland,2897.31,2810.8,2994.05
Low,CanESM2,rcp45,2075,Agriculture,42224.83,41941,42455.600000000006
Low,CanESM2,rcp45,2075,Barren,19155,19155,19155
Low,CanESM2,rcp45,2075,Developed,30124.5,29950.2,30271
Low,CanESM2,rcp45,2075,Forest,154942.32,154845.375,155049.65
Low,CanESM2,rcp45,2075,Grassland,45283.49,45104.375,45516.725
Low,CanESM2,rcp45,2075,Shrubland,110496.95,110362.65,110677
Low,CanESM2,rcp45,2075,SnowIce,28,28,28
Low,CanESM2,rcp45,2075,Water,18655,18655,18655
Low,CanESM2,rcp45,2075,Wetland,2901.91,2812.375,2993.5249999999996
Low,CanESM2,rcp45,2076,Agriculture,42207.69,41909,42439.825
Low,CanESM2,rcp45,2076,Barren,19155,19155,19155
Low,CanESM2,rcp45,2076,Developed,30139.16,29962.925,30289.05
Low,CanESM2,rcp45,2076,Forest,154933.61,154834.325,155043.34999999998
Low,CanESM2,rcp45,2076,Grassland,45289.14,45107.425,45523
Low,CanESM2,rcp45,2076,Shrubland,110497.82,110363.42499999999,110667
Low,CanESM2,rcp45,2076,SnowIce,28,28,28
Low,CanESM2,rcp45,2076,Water,18655,18655,18655
Low,CanESM2,rcp45,2076,Wetland,2906.58,2814,3000.5249999999996
Low,CanESM2,rcp45,2077,Agriculture,42192.29,41904.5,42425.45
Low,CanESM2,rcp45,2077,Barren,19155,19155,19155
Low,CanESM2,rcp45,2077,Developed,30151.45,29970.824999999997,30302.625
Low,CanESM2,rcp45,2077,Forest,154924.75,154826,155035.4
Low,CanESM2,rcp45,2077,Grassland,45296.96,45120.55,45535.925
Low,CanESM2,rcp45,2077,Shrubland,110497.96,110360.425,110680
Low,CanESM2,rcp45,2077,SnowIce,28,28,28
Low,CanESM2,rcp45,2077,Water,18655,18655,18655
Low,CanESM2,rcp45,2077,Wetland,2910.59,2818,3007.2
Low,CanESM2,rcp45,2078,Agriculture,42176.65,41897,42422.15
Low,CanESM2,rcp45,2078,Barren,19155,19155,19155
Low,CanESM2,rcp45,2078,Developed,30163.49,29979.825,30310
Low,CanESM2,rcp45,2078,Forest,154917.05,154816,155027.3
Low,CanESM2,rcp45,2078,Grassland,45304.17,45128.274999999994,45545.975
Low,CanESM2,rcp45,2078,Shrubland,110497.62,110364.425,110682
Low,CanESM2,rcp45,2078,SnowIce,28,28,28
Low,CanESM2,rcp45,2078,Water,18655,18655,18655
Low,CanESM2,rcp45,2078,Wetland,2915.02,2824.95,3013.2
Low,CanESM2,rcp45,2079,Agriculture,42161.23,41885,42400.575
Low,CanESM2,rcp45,2079,Barren,19155,19155,19155
Low,CanESM2,rcp45,2079,Developed,30174.99,29989.675,30315
Low,CanESM2,rcp45,2079,Forest,154908.77,154810.475,155017.575
Low,CanESM2,rcp45,2079,Grassland,45310.96,45134.475,45547.575
Low,CanESM2,rcp45,2079,Shrubland,110498.84,110362.42499999999,110688.15
Low,CanESM2,rcp45,2079,SnowIce,28,28,28
Low,CanESM2,rcp45,2079,Water,18655,18655,18655
Low,CanESM2,rcp45,2079,Wetland,2919.21,2825.425,3015.05
Low,CanESM2,rcp45,2080,Agriculture,42147.15,41882,42374.925
Low,CanESM2,rcp45,2080,Barren,19155,19155,19155
Low,CanESM2,rcp45,2080,Developed,30185.49,30001.95,30325
Low,CanESM2,rcp45,2080,Forest,154899.54,154800.95,155012.575
Low,CanESM2,rcp45,2080,Grassland,45319.17,45142.75,45569.3
Low,CanESM2,rcp45,2080,Shrubland,110499.81,110357.9,110690.5
Low,CanESM2,rcp45,2080,SnowIce,28,28,28
Low,CanESM2,rcp45,2080,Water,18655,18655,18655
Low,CanESM2,rcp45,2080,Wetland,2922.84,2823.8,3019
Low,CanESM2,rcp45,2081,Agriculture,42127.87,41874,42374.024999999994
Low,CanESM2,rcp45,2081,Barren,19155,19155,19155
Low,CanESM2,rcp45,2081,Developed,30195.71,30012.575,30330.525
Low,CanESM2,rcp45,2081,Forest,154891.75,154790.95,155008
Low,CanESM2,rcp45,2081,Grassland,45328.08,45152.375,45570.75
Low,CanESM2,rcp45,2081,Shrubland,110502.77,110358.32500000001,110688.15
Low,CanESM2,rcp45,2081,SnowIce,28,28,28
Low,CanESM2,rcp45,2081,Water,18655,18655,18655
Low,CanESM2,rcp45,2081,Wetland,2927.82,2826.375,3031.725
Low,CanESM2,rcp45,2082,Agriculture,42115.1,41856,42375.725000000006
Low,CanESM2,rcp45,2082,Barren,19155,19155,19155
Low,CanESM2,rcp45,2082,Developed,30204.24,30021.15,30340.525
Low,CanESM2,rcp45,2082,Forest,154883.62,154781.95,154995.25
Low,CanESM2,rcp45,2082,Grassland,45336.42,45158.7,45577.7
Low,CanESM2,rcp45,2082,Shrubland,110502.88,110353.225,110684.575
Low,CanESM2,rcp45,2082,SnowIce,28,28,28
Low,CanESM2,rcp45,2082,Water,18655,18655,18655
Low,CanESM2,rcp45,2082,Wetland,2931.74,2831.425,3032.625
Low,CanESM2,rcp45,2083,Agriculture,42102.26,41852.8,42353.600000000006
Low,CanESM2,rcp45,2083,Barren,19155,19155,19155
Low,CanESM2,rcp45,2083,Developed,30212.12,30030.2,30346
Low,CanESM2,rcp45,2083,Forest,154874.88,154775.425,154990.15
Low,CanESM2,rcp45,2083,Grassland,45345.97,45167.425,45579.1
Low,CanESM2,rcp45,2083,Shrubland,110503.6,110355.5,110695.725
Low,CanESM2,rcp45,2083,SnowIce,28,28,28
Low,CanESM2,rcp45,2083,Water,18655,18655,18655
Low,CanESM2,rcp45,2083,Wetland,2935.17,2832.325,3033.05
Low,CanESM2,rcp45,2084,Agriculture,42086.88,41818,42362.55
Low,CanESM2,rcp45,2084,Barren,19155,19155,19155
Low,CanESM2,rcp45,2084,Developed,30219.49,30035.15,30356.574999999997
Low,CanESM2,rcp45,2084,Forest,154866.99,154765.95,154988.3
Low,CanESM2,rcp45,2084,Grassland,45352.19,45167.75,45591.15
Low,CanESM2,rcp45,2084,Shrubland,110507.49,110358.275,110697.45
Low,CanESM2,rcp45,2084,SnowIce,28,28,28
Low,CanESM2,rcp45,2084,Water,18655,18655,18655
Low,CanESM2,rcp45,2084,Wetland,2940.96,2835.2250000000004,3042.2999999999997
Low,CanESM2,rcp45,2085,Agriculture,42071.69,41809,42352.875
Low,CanESM2,rcp45,2085,Barren,19155,19155,19155
Low,CanESM2,rcp45,2085,Developed,30226.83,30043.050000000003,30363.625
Low,CanESM2,rcp45,2085,Forest,154859.03,154763.95,154976.675
Low,CanESM2,rcp45,2085,Grassland,45360.79,45175.225000000006,45591.675
Low,CanESM2,rcp45,2085,Shrubland,110510.27,110352.85,110689.4
Low,CanESM2,rcp45,2085,SnowIce,28,28,28
Low,CanESM2,rcp45,2085,Water,18655,18655,18655
Low,CanESM2,rcp45,2085,Wetland,2945.39,2846.225,3046.825
Low,CanESM2,rcp45,2086,Agriculture,42059.34,41779.95,42325.524999999994
Low,CanESM2,rcp45,2086,Barren,19155,19155,19155
Low,CanESM2,rcp45,2086,Developed,30233.61,30048.475,30371.525
Low,CanESM2,rcp45,2086,Forest,154850.91,154755.475,154964.675
Low,CanESM2,rcp45,2086,Grassland,45368.33,45182.75,45597.649999999994
Low,CanESM2,rcp45,2086,Shrubland,110512.16,110352.32500000001,110688.025
Low,CanESM2,rcp45,2086,SnowIce,28,28,28
Low,CanESM2,rcp45,2086,Water,18655,18655,18655
Low,CanESM2,rcp45,2086,Wetland,2949.65,2851.375,3055.2
Low,CanESM2,rcp45,2087,Agriculture,42045.13,41763.075,42317.325
Low,CanESM2,rcp45,2087,Barren,19155,19155,19155
Low,CanESM2,rcp45,2087,Developed,30241.09,30059.625,30379
Low,CanESM2,rcp45,2087,Forest,154842.55,154748.95,154954.775
Low,CanESM2,rcp45,2087,Grassland,45378.5,45182.45,45611.274999999994
Low,CanESM2,rcp45,2087,Shrubland,110512.88,110351.475,110688.025
Low,CanESM2,rcp45,2087,SnowIce,28,28,28
Low,CanESM2,rcp45,2087,Water,18655,18655,18655
Low,CanESM2,rcp45,2087,Wetland,2953.85,2851.375,3058.625
Low,CanESM2,rcp45,2088,Agriculture,42031.3,41739,42301.675
Low,CanESM2,rcp45,2088,Barren,19155,19155,19155
Low,CanESM2,rcp45,2088,Developed,30247.7,30066,30385
Low,CanESM2,rcp45,2088,Forest,154835.01,154737.475,154947.1
Low,CanESM2,rcp45,2088,Grassland,45386.36,45179.55,45615.25
Low,CanESM2,rcp45,2088,Shrubland,110514.86,110363.475,110684.625
Low,CanESM2,rcp45,2088,SnowIce,28,28,28
Low,CanESM2,rcp45,2088,Water,18655,18655,18655
Low,CanESM2,rcp45,2088,Wetland,2958.77,2857.475,3060.3
Low,CanESM2,rcp45,2089,Agriculture,42017.49,41727,42286.375
Low,CanESM2,rcp45,2089,Barren,19155,19155,19155
Low,CanESM2,rcp45,2089,Developed,30254.64,30074.475,30392
Low,CanESM2,rcp45,2089,Forest,154826.27,154723.47499999998,154935.77500000002
Low,CanESM2,rcp45,2089,Grassland,45394.13,45185.125,45629.4
Low,CanESM2,rcp45,2089,Shrubland,110517.96,110364.75,110694.65
Low,CanESM2,rcp45,2089,SnowIce,28,28,28
Low,CanESM2,rcp45,2089,Water,18655,18655,18655
Low,CanESM2,rcp45,2089,Wetland,2963.51,2861.75,3064.05
Low,CanESM2,rcp45,2090,Agriculture,42000.84,41737,42256.399999999994
Low,CanESM2,rcp45,2090,Barren,19155,19155,19155
Low,CanESM2,rcp45,2090,Developed,30262.13,30078.949999999997,30400
Low,CanESM2,rcp45,2090,Forest,154818.31,154717.425,154930.875
Low,CanESM2,rcp45,2090,Grassland,45402.61,45201.9,45651.7
Low,CanESM2,rcp45,2090,Shrubland,110521.06,110366.82500000001,110701.2
Low,CanESM2,rcp45,2090,SnowIce,28,28,28
Low,CanESM2,rcp45,2090,Water,18655,18655,18655
Low,CanESM2,rcp45,2090,Wetland,2969.05,2865.45,3069.625
Low,CanESM2,rcp45,2091,Agriculture,41987.96,41709,42242.65
Low,CanESM2,rcp45,2091,Barren,19155,19155,19155
Low,CanESM2,rcp45,2091,Developed,30268.73,30082.949999999997,30413
Low,CanESM2,rcp45,2091,Forest,154810.33,154703,154923.40000000002
Low,CanESM2,rcp45,2091,Grassland,45411.18,45205.8,45644.399999999994
Low,CanESM2,rcp45,2091,Shrubland,110522.25,110366.65,110694
Low,CanESM2,rcp45,2091,SnowIce,28,28,28
Low,CanESM2,rcp45,2091,Water,18655,18655,18655
Low,CanESM2,rcp45,2091,Wetland,2973.55,2872.875,3080.875
Low,CanESM2,rcp45,2092,Agriculture,41971.68,41715.375,42227.425
Low,CanESM2,rcp45,2092,Barren,19155,19155,19155
Low,CanESM2,rcp45,2092,Developed,30275.17,30087.475,30417
Low,CanESM2,rcp45,2092,Forest,154802.64,154697.375,154923.3
Low,CanESM2,rcp45,2092,Grassland,45421.27,45208.325,45660
Low,CanESM2,rcp45,2092,Shrubland,110524.85,110371.475,110700.3
Low,CanESM2,rcp45,2092,SnowIce,28,28,28
Low,CanESM2,rcp45,2092,Water,18655,18655,18655
Low,CanESM2,rcp45,2092,Wetland,2978.39,2876.075,3087.2
Low,CanESM2,rcp45,2093,Agriculture,41956.38,41708.975,42217.6
Low,CanESM2,rcp45,2093,Barren,19155,19155,19155
Low,CanESM2,rcp45,2093,Developed,30281.9,30094.8,30422
Low,CanESM2,rcp45,2093,Forest,154794.92,154690.275,154915.875
Low,CanESM2,rcp45,2093,Grassland,45431.14,45230.8,45671.525
Low,CanESM2,rcp45,2093,Shrubland,110526.62,110383.475,110698.20000000001
Low,CanESM2,rcp45,2093,SnowIce,28,28,28
Low,CanESM2,rcp45,2093,Water,18655,18655,18655
Low,CanESM2,rcp45,2093,Wetland,2983.04,2877.55,3093.15
Low,CanESM2,rcp45,2094,Agriculture,41943.37,41698.7,42200.5
Low,CanESM2,rcp45,2094,Barren,19155,19155,19155
Low,CanESM2,rcp45,2094,Developed,30288.57,30099.65,30428
Low,CanESM2,rcp45,2094,Forest,154786.27,154682.325,154907.4
Low,CanESM2,rcp45,2094,Grassland,45439.18,45244.425,45680
Low,CanESM2,rcp45,2094,Shrubland,110528.49,110388.475,110696
Low,CanESM2,rcp45,2094,SnowIce,28,28,28
Low,CanESM2,rcp45,2094,Water,18655,18655,18655
Low,CanESM2,rcp45,2094,Wetland,2988.12,2884.6,3098
Low,CanESM2,rcp45,2095,Agriculture,41929.11,41680.925,42183.125
Low,CanESM2,rcp45,2095,Barren,19155,19155,19155
Low,CanESM2,rcp45,2095,Developed,30295.57,30105.55,30433
Low,CanESM2,rcp45,2095,Forest,154778.15,154673.375,154906.02500000002
Low,CanESM2,rcp45,2095,Grassland,45448.21,45254.475,45688.075
Low,CanESM2,rcp45,2095,Shrubland,110530,110383.375,110701.05
Low,CanESM2,rcp45,2095,SnowIce,28,28,28
Low,CanESM2,rcp45,2095,Water,18655,18655,18655
Low,CanESM2,rcp45,2095,Wetland,2992.96,2893.2749999999996,3104.575
Low,CanESM2,rcp45,2096,Agriculture,41916.52,41673,42162.525
Low,CanESM2,rcp45,2096,Barren,19155,19155,19155
Low,CanESM2,rcp45,2096,Developed,30302.77,30110.074999999997,30441
Low,CanESM2,rcp45,2096,Forest,154769.05,154662.95,154898.45
Low,CanESM2,rcp45,2096,Grassland,45457.56,45262.7,45706.274999999994
Low,CanESM2,rcp45,2096,Shrubland,110531.01,110384.475,110712.625
Low,CanESM2,rcp45,2096,SnowIce,28,28,28
Low,CanESM2,rcp45,2096,Water,18655,18655,18655
Low,CanESM2,rcp45,2096,Wetland,2997.09,2895.425,3108.575
Low,CanESM2,rcp45,2097,Agriculture,41899.81,41662,42148.625
Low,CanESM2,rcp45,2097,Barren,19155,19155,19155
Low,CanESM2,rcp45,2097,Developed,30310.5,30115.275,30451
Low,CanESM2,rcp45,2097,Forest,154760.35,154655,154885.4
Low,CanESM2,rcp45,2097,Grassland,45468,45274.025,45717.175
Low,CanESM2,rcp45,2097,Shrubland,110533.15,110383.8,110712
Low,CanESM2,rcp45,2097,SnowIce,28,28,28
Low,CanESM2,rcp45,2097,Water,18655,18655,18655
Low,CanESM2,rcp45,2097,Wetland,3002.19,2894.7,3118.15
Low,CanESM2,rcp45,2098,Agriculture,41887.31,41643,42138.775
Low,CanESM2,rcp45,2098,Barren,19155,19155,19155
Low,CanESM2,rcp45,2098,Developed,30318.49,30122.275,30456.050000000003
Low,CanESM2,rcp45,2098,Forest,154751.39,154653,154876.775
Low,CanESM2,rcp45,2098,Grassland,45477.43,45286.025,45736.825
Low,CanESM2,rcp45,2098,Shrubland,110532.93,110375.75,110709.04999999999
Low,CanESM2,rcp45,2098,SnowIce,28,28,28
Low,CanESM2,rcp45,2098,Water,18655,18655,18655
Low,CanESM2,rcp45,2098,Wetland,3006.45,2900.6499999999996,3119
Low,CanESM2,rcp45,2099,Agriculture,41875.04,41623,42125.575
Low,CanESM2,rcp45,2099,Barren,19155,19155,19155
Low,CanESM2,rcp45,2099,Developed,30325.68,30129.275,30465.575
Low,CanESM2,rcp45,2099,Forest,154742.57,154635.475,154872.2
Low,CanESM2,rcp45,2099,Grassland,45485.97,45289.425,45753.225
Low,CanESM2,rcp45,2099,Shrubland,110534.48,110374.4,110711.15
Low,CanESM2,rcp45,2099,SnowIce,28,28,28
Low,CanESM2,rcp45,2099,Water,18655,18655,18655
Low,CanESM2,rcp45,2099,Wetland,3010.26,2903.55,3123.5249999999996
Low,CanESM2,rcp45,2100,Agriculture,41859.6,41600,42109.524999999994
Low,CanESM2,rcp45,2100,Barren,19155,19155,19155
Low,CanESM2,rcp45,2100,Developed,30333.17,30136.8,30476
Low,CanESM2,rcp45,2100,Forest,154733.98,154624.475,154862.525
Low,CanESM2,rcp45,2100,Grassland,45496.4,45307.175,45761
Low,CanESM2,rcp45,2100,Shrubland,110535.89,110382.725,110705.25
Low,CanESM2,rcp45,2100,SnowIce,28,28,28
Low,CanESM2,rcp45,2100,Water,18655,18655,18655
Low,CanESM2,rcp45,2100,Wetland,3014.96,2909.5,3125.05
Low,CanESM2,rcp45,2101,Agriculture,41844.31,41591.425,42086.725
Low,CanESM2,rcp45,2101,Barren,19155,19155,19155
Low,CanESM2,rcp45,2101,Developed,30340.5,30144.275,30482
Low,CanESM2,rcp45,2101,Forest,154726.23,154612.475,154854.625
Low,CanESM2,rcp45,2101,Grassland,45505.39,45315.375,45770.925
Low,CanESM2,rcp45,2101,Shrubland,110537.43,110385.075,110708.875
Low,CanESM2,rcp45,2101,SnowIce,28,28,28
Low,CanESM2,rcp45,2101,Water,18655,18655,18655
Low,CanESM2,rcp45,2101,Wetland,3020.14,2915.175,3132.5249999999996
Low,CanESM2,rcp85,2001,Agriculture,45660,45660,45660
Low,CanESM2,rcp85,2001,Barren,19155,19155,19155
Low,CanESM2,rcp85,2001,Developed,23263,23263,23263
Low,CanESM2,rcp85,2001,Forest,156191,156191,156191
Low,CanESM2,rcp85,2001,Grassland,46293,46293,46293
Low,CanESM2,rcp85,2001,Shrubland,111792,111792,111792
Low,CanESM2,rcp85,2001,SnowIce,28,28,28
Low,CanESM2,rcp85,2001,Water,18655,18655,18655
Low,CanESM2,rcp85,2001,Wetland,2775,2775,2775
Low,CanESM2,rcp85,2002,Agriculture,45642.41,45599.9,45684
Low,CanESM2,rcp85,2002,Barren,19155,19155,19155
Low,CanESM2,rcp85,2002,Developed,23618.19,23588,23651.575
Low,CanESM2,rcp85,2002,Forest,156115.75,156097,156133
Low,CanESM2,rcp85,2002,Grassland,46123.15,46092,46155.05
Low,CanESM2,rcp85,2002,Shrubland,111712.32,111692.475,111733.525
Low,CanESM2,rcp85,2002,SnowIce,28,28,28
Low,CanESM2,rcp85,2002,Water,18655,18655,18655
Low,CanESM2,rcp85,2002,Wetland,2762.18,2750.475,2772.525
Low,CanESM2,rcp85,2003,Agriculture,45567.83,45512.850000000006,45615.525
Low,CanESM2,rcp85,2003,Barren,19155,19155,19155
Low,CanESM2,rcp85,2003,Developed,23836.87,23794.425,23877.575
Low,CanESM2,rcp85,2003,Forest,156088.76,156068.90000000002,156109
Low,CanESM2,rcp85,2003,Grassland,46054.92,46014.425,46096
Low,CanESM2,rcp85,2003,Shrubland,111667.75,111645.425,111694.04999999999
Low,CanESM2,rcp85,2003,SnowIce,28,28,28
Low,CanESM2,rcp85,2003,Water,18655,18655,18655
Low,CanESM2,rcp85,2003,Wetland,2757.87,2743.4750000000004,2771
Low,CanESM2,rcp85,2004,Agriculture,45489.08,45427.075,45551.3
Low,CanESM2,rcp85,2004,Barren,19155,19155,19155
Low,CanESM2,rcp85,2004,Developed,24052.8,24005.95,24099.05
Low,CanESM2,rcp85,2004,Forest,156061.71,156035.90000000002,156084
Low,CanESM2,rcp85,2004,Grassland,45992.72,45942,46037.575
Low,CanESM2,rcp85,2004,Shrubland,111624.02,111592.475,111656.57500000001
Low,CanESM2,rcp85,2004,SnowIce,28,28,28
Low,CanESM2,rcp85,2004,Water,18655,18655,18655
Low,CanESM2,rcp85,2004,Wetland,2753.67,2737.475,2769
Low,CanESM2,rcp85,2005,Agriculture,45406.48,45333.274999999994,45477.575
Low,CanESM2,rcp85,2005,Barren,19155,19155,19155
Low,CanESM2,rcp85,2005,Developed,24277.76,24227.425,24321
Low,CanESM2,rcp85,2005,Forest,156040.12,156010.84999999998,156066.1
Low,CanESM2,rcp85,2005,Grassland,45913.8,45866.95,45966.524999999994
Low,CanESM2,rcp85,2005,Shrubland,111584.13,111550.325,111614.15
Low,CanESM2,rcp85,2005,SnowIce,28,28,28
Low,CanESM2,rcp85,2005,Water,18655,18655,18655
Low,CanESM2,rcp85,2005,Wetland,2751.71,2731,2769
Low,CanESM2,rcp85,2006,Agriculture,45323.46,45238.225000000006,45399.625
Low,CanESM2,rcp85,2006,Barren,19155,19155,19155
Low,CanESM2,rcp85,2006,Developed,24506.82,24457.85,24563.15
Low,CanESM2,rcp85,2006,Forest,156018.2,155981.47499999998,156046.575
Low,CanESM2,rcp85,2006,Grassland,45834.09,45766.85,45895.05
Low,CanESM2,rcp85,2006,Shrubland,111542.38,111504.475,111579.04999999999
Low,CanESM2,rcp85,2006,SnowIce,28,28,28
Low,CanESM2,rcp85,2006,Water,18655,18655,18655
Low,CanESM2,rcp85,2006,Wetland,2749.05,2726.95,2768
Low,CanESM2,rcp85,2007,Agriculture,45187.8,45105.475000000006,45284.05
Low,CanESM2,rcp85,2007,Barren,19155,19155,19155
Low,CanESM2,rcp85,2007,Developed,24669.56,24608.425,24737
Low,CanESM2,rcp85,2007,Forest,156006.5,155963.84999999998,156042
Low,CanESM2,rcp85,2007,Grassland,45858.66,45784.95,45921
Low,CanESM2,rcp85,2007,Shrubland,111501.19,111456.375,111545
Low,CanESM2,rcp85,2007,SnowIce,28,28,28
Low,CanESM2,rcp85,2007,Water,18655,18655,18655
Low,CanESM2,rcp85,2007,Wetland,2750.29,2723.95,2774.525
Low,CanESM2,rcp85,2008,Agriculture,45055.5,44959.8,45158.1
Low,CanESM2,rcp85,2008,Barren,19155,19155,19155
Low,CanESM2,rcp85,2008,Developed,24832.67,24772,24905.3
Low,CanESM2,rcp85,2008,Forest,155993.44,155946.375,156025
Low,CanESM2,rcp85,2008,Grassland,45881.61,45811.475,45963.05
Low,CanESM2,rcp85,2008,Shrubland,111459.25,111409.425,111505.04999999999
Low,CanESM2,rcp85,2008,SnowIce,28,28,28
Low,CanESM2,rcp85,2008,Water,18655,18655,18655
Low,CanESM2,rcp85,2008,Wetland,2751.53,2725.95,2779.625
Low,CanESM2,rcp85,2009,Agriculture,44957.01,44847.85,45068.975
Low,CanESM2,rcp85,2009,Barren,19155,19155,19155
Low,CanESM2,rcp85,2009,Developed,24936.76,24867.949999999997,25006.625
Low,CanESM2,rcp85,2009,Forest,155979.91,155931.47499999998,156015.525
Low,CanESM2,rcp85,2009,Grassland,45901.52,45810.425,45984.575
Low,CanESM2,rcp85,2009,Shrubland,111447.03,111394,111493.05
Low,CanESM2,rcp85,2009,SnowIce,28,28,28
Low,CanESM2,rcp85,2009,Water,18655,18655,18655
Low,CanESM2,rcp85,2009,Wetland,2751.77,2729,2777.525
Low,CanESM2,rcp85,2010,Agriculture,44863.18,44734.9,44971.975
Low,CanESM2,rcp85,2010,Barren,19155,19155,19155
Low,CanESM2,rcp85,2010,Developed,25040.66,24970.125,25118.675000000003
Low,CanESM2,rcp85,2010,Forest,155964.24,155915.425,156003.625
Low,CanESM2,rcp85,2010,Grassland,45920.91,45832.95,45990.625
Low,CanESM2,rcp85,2010,Shrubland,111435.79,111386,111479.525
Low,CanESM2,rcp85,2010,SnowIce,28,28,28
Low,CanESM2,rcp85,2010,Water,18655,18655,18655
Low,CanESM2,rcp85,2010,Wetland,2749.22,2723.4750000000004,2779
Low,CanESM2,rcp85,2011,Agriculture,44793.5,44653.850000000006,44911.575
Low,CanESM2,rcp85,2011,Barren,19155,19155,19155
Low,CanESM2,rcp85,2011,Developed,25114.33,25041.475,25203
Low,CanESM2,rcp85,2011,Forest,155957.56,155904.375,156002
Low,CanESM2,rcp85,2011,Grassland,45935.36,45832.625,46010.625
Low,CanESM2,rcp85,2011,Shrubland,111427.26,111376.425,111469.525
Low,CanESM2,rcp85,2011,SnowIce,28,28,28
Low,CanESM2,rcp85,2011,Water,18655,18655,18655
Low,CanESM2,rcp85,2011,Wetland,2745.99,2719.95,2776.1000000000004
Low,CanESM2,rcp85,2012,Agriculture,44719.62,44584,44834.775
Low,CanESM2,rcp85,2012,Barren,19155,19155,19155
Low,CanESM2,rcp85,2012,Developed,25188.46,25119.475,25273
Low,CanESM2,rcp85,2012,Forest,155950.7,155899.95,155993.625
Low,CanESM2,rcp85,2012,Grassland,45955.25,45850.7,46034.05
Low,CanESM2,rcp85,2012,Shrubland,111416.83,111363.9,111463.525
Low,CanESM2,rcp85,2012,SnowIce,28,28,28
Low,CanESM2,rcp85,2012,Water,18655,18655,18655
Low,CanESM2,rcp85,2012,Wetland,2743.14,2714,2777.05
Low,CanESM2,rcp85,2013,Agriculture,44660.76,44522.425,44782.4
Low,CanESM2,rcp85,2013,Barren,19155,19155,19155
Low,CanESM2,rcp85,2013,Developed,25364.5,25289.95,25439
Low,CanESM2,rcp85,2013,Forest,155913.54,155864.95,155957.72499999998
Low,CanESM2,rcp85,2013,Grassland,45912.65,45803.325,46000
Low,CanESM2,rcp85,2013,Shrubland,111381.75,111327.9,111431
Low,CanESM2,rcp85,2013,SnowIce,28,28,28
Low,CanESM2,rcp85,2013,Water,18655,18655,18655
Low,CanESM2,rcp85,2013,Wetland,2740.8,2713,2780.05
Low,CanESM2,rcp85,2014,Agriculture,44588.24,44465.425,44706.575
Low,CanESM2,rcp85,2014,Barren,19155,19155,19155
Low,CanESM2,rcp85,2014,Developed,25557.36,25467.475,25632.1
Low,CanESM2,rcp85,2014,Forest,155877.29,155831,155923.1
Low,CanESM2,rcp85,2014,Grassland,45867.28,45763.95,45960.625
Low,CanESM2,rcp85,2014,Shrubland,111343.99,111288.42499999999,111400.625
Low,CanESM2,rcp85,2014,SnowIce,28,28,28
Low,CanESM2,rcp85,2014,Water,18655,18655,18655
Low,CanESM2,rcp85,2014,Wetland,2739.84,2709,2777.575
Low,CanESM2,rcp85,2015,Agriculture,44517.11,44398.475000000006,44634.524999999994
Low,CanESM2,rcp85,2015,Barren,19155,19155,19155
Low,CanESM2,rcp85,2015,Developed,25740.51,25653.375,25818.1
Low,CanESM2,rcp85,2015,Forest,155840.31,155789.85,155887.52500000002
Low,CanESM2,rcp85,2015,Grassland,45824.57,45721.75,45915
Low,CanESM2,rcp85,2015,Shrubland,111312.17,111250.475,111381.525
Low,CanESM2,rcp85,2015,SnowIce,28,28,28
Low,CanESM2,rcp85,2015,Water,18655,18655,18655
Low,CanESM2,rcp85,2015,Wetland,2739.33,2706,2777
Low,CanESM2,rcp85,2016,Agriculture,44454.78,44336.175,44576.1
Low,CanESM2,rcp85,2016,Barren,19155,19155,19155
Low,CanESM2,rcp85,2016,Developed,25898.51,25807.949999999997,25985
Low,CanESM2,rcp85,2016,Forest,155809.56,155756.47499999998,155855.625
Low,CanESM2,rcp85,2016,Grassland,45791.62,45692.475,45900.25
Low,CanESM2,rcp85,2016,Shrubland,111280.46,111212.475,111345.1
Low,CanESM2,rcp85,2016,SnowIce,28,28,28
Low,CanESM2,rcp85,2016,Water,18655,18655,18655
Low,CanESM2,rcp85,2016,Wetland,2739.07,2700.275,2779.6749999999997
Low,CanESM2,rcp85,2017,Agriculture,44388.24,44266.95,44513.149999999994
Low,CanESM2,rcp85,2017,Barren,19155,19155,19155
Low,CanESM2,rcp85,2017,Developed,26056.48,25956.85,26137.525
Low,CanESM2,rcp85,2017,Forest,155779.84,155721.375,155826.625
Low,CanESM2,rcp85,2017,Grassland,45759.85,45652.475,45872
