LUC,GCM,RCP,Timestep,LULC,Mean,Lower,Upper
BAU,HadGEM2-ES,rcp85,2054,Wetland,2678.03,2599.325,2765.775
BAU,HadGEM2-ES,rcp85,2055,Agriculture,42783.57,42124.65,43365
BAU,HadGEM2-ES,rcp85,2055,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2055,Developed,32957.68,32139.274999999998,33865.3
BAU,HadGEM2-ES,rcp85,2055,Forest,154314.15,153976.45,154562.6
BAU,HadGEM2-ES,rcp85,2055,Grassland,43659.01,43080.425,44545.7
BAU,HadGEM2-ES,rcp85,2055,Shrubland,109579.86,109242.625,109847.875
BAU,HadGEM2-ES,rcp85,2055,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2055,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2055,Wetland,2679.73,2601.075,2767.2
BAU,HadGEM2-ES,rcp85,2056,Agriculture,42744.54,42074.75,43303.25
BAU,HadGEM2-ES,rcp85,2056,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2056,Developed,33145.26,32261.275,34022.525
BAU,HadGEM2-ES,rcp85,2056,Forest,154268.15,153926.95,154527.72499999998
BAU,HadGEM2-ES,rcp85,2056,Grassland,43601.73,43005,44493.125
BAU,HadGEM2-ES,rcp85,2056,Shrubland,109535.46,109189.04999999999,109830.425
BAU,HadGEM2-ES,rcp85,2056,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2056,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2056,Wetland,2678.86,2607.475,2765.525
BAU,HadGEM2-ES,rcp85,2057,Agriculture,42703.5,42029.15,43233.75
BAU,HadGEM2-ES,rcp85,2057,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2057,Developed,33324.64,32424.425000000003,34274.775
BAU,HadGEM2-ES,rcp85,2057,Forest,154223.56,153899.6,154493.5
BAU,HadGEM2-ES,rcp85,2057,Grassland,43550.2,42984.775,44359.425
BAU,HadGEM2-ES,rcp85,2057,Shrubland,109492.51,109143.42499999999,109774.575
BAU,HadGEM2-ES,rcp85,2057,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2057,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2057,Wetland,2679.59,2608,2759.05
BAU,HadGEM2-ES,rcp85,2058,Agriculture,42654.1,42026.475000000006,43189.875
BAU,HadGEM2-ES,rcp85,2058,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2058,Developed,33501.83,32592.525,34439.925
BAU,HadGEM2-ES,rcp85,2058,Forest,154180.71,153854.6,154458.25
BAU,HadGEM2-ES,rcp85,2058,Grassland,43504.21,42941.3,44281.975000000006
BAU,HadGEM2-ES,rcp85,2058,Shrubland,109451.84,109115.325,109746.775
BAU,HadGEM2-ES,rcp85,2058,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2058,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2058,Wetland,2681.31,2610.325,2761.725
BAU,HadGEM2-ES,rcp85,2059,Agriculture,42600.35,41932.975000000006,43190.325
BAU,HadGEM2-ES,rcp85,2059,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2059,Developed,33658.8,32749.949999999997,34592.975
BAU,HadGEM2-ES,rcp85,2059,Forest,154144.3,153795.8,154420.05
BAU,HadGEM2-ES,rcp85,2059,Grassland,43471.56,42821.75,44254.6
BAU,HadGEM2-ES,rcp85,2059,Shrubland,109415.2,109071.875,109718.675
BAU,HadGEM2-ES,rcp85,2059,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2059,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2059,Wetland,2683.79,2608.425,2772.25
BAU,HadGEM2-ES,rcp85,2060,Agriculture,42549.03,41893.075,43118.75
BAU,HadGEM2-ES,rcp85,2060,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2060,Developed,33843.03,33003.275,34795.625
BAU,HadGEM2-ES,rcp85,2060,Forest,154100.73,153758.325,154391.725
BAU,HadGEM2-ES,rcp85,2060,Grassland,43426.46,42807.774999999994,44209.9
BAU,HadGEM2-ES,rcp85,2060,Shrubland,109369.11,109019.475,109680.4
BAU,HadGEM2-ES,rcp85,2060,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2060,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2060,Wetland,2685.64,2609.9,2774.25
BAU,HadGEM2-ES,rcp85,2061,Agriculture,42500.69,41869.15,43115.524999999994
BAU,HadGEM2-ES,rcp85,2061,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2061,Developed,34021.68,33174.35,34977.35
BAU,HadGEM2-ES,rcp85,2061,Forest,154059.2,153715.225,154368.4
BAU,HadGEM2-ES,rcp85,2061,Grassland,43378.83,42718.024999999994,44150.524999999994
BAU,HadGEM2-ES,rcp85,2061,Shrubland,109327.45,108978.125,109623.525
BAU,HadGEM2-ES,rcp85,2061,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2061,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2061,Wetland,2686.15,2610,2781.7749999999996
BAU,HadGEM2-ES,rcp85,2062,Agriculture,42455.26,41815.975000000006,43029.95
BAU,HadGEM2-ES,rcp85,2062,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2062,Developed,34192.11,33320.55,35103.7
BAU,HadGEM2-ES,rcp85,2062,Forest,154018.77,153686.75,154317.40000000002
BAU,HadGEM2-ES,rcp85,2062,Grassland,43333.08,42701.225,44049.5
BAU,HadGEM2-ES,rcp85,2062,Shrubland,109288.47,108953.35,109572.57500000001
BAU,HadGEM2-ES,rcp85,2062,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2062,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2062,Wetland,2686.31,2609.85,2780.875
BAU,HadGEM2-ES,rcp85,2063,Agriculture,42406.48,41783.3,43066.8
BAU,HadGEM2-ES,rcp85,2063,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2063,Developed,34363.57,33452.9,35336.3
BAU,HadGEM2-ES,rcp85,2063,Forest,153979.44,153608.65000000002,154289.5
BAU,HadGEM2-ES,rcp85,2063,Grassland,43286.63,42646.475,44032.725
BAU,HadGEM2-ES,rcp85,2063,Shrubland,109248.99,108908.95000000001,109547.125
BAU,HadGEM2-ES,rcp85,2063,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2063,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2063,Wetland,2688.89,2612.95,2788.3
BAU,HadGEM2-ES,rcp85,2064,Agriculture,42359.94,41695.825,43018.649999999994
BAU,HadGEM2-ES,rcp85,2064,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2064,Developed,34547.93,33671.475,35537.725
BAU,HadGEM2-ES,rcp85,2064,Forest,153935,153578.45,154221.625
BAU,HadGEM2-ES,rcp85,2064,Grassland,43232.82,42617.025,44023.575
BAU,HadGEM2-ES,rcp85,2064,Shrubland,109207.48,108891.35,109496.15
BAU,HadGEM2-ES,rcp85,2064,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2064,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2064,Wetland,2690.83,2608.4750000000004,2791.7
BAU,HadGEM2-ES,rcp85,2065,Agriculture,42306.82,41648.375,42945
BAU,HadGEM2-ES,rcp85,2065,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2065,Developed,34716.94,33844.95,35697.025
BAU,HadGEM2-ES,rcp85,2065,Forest,153896.63,153558.59999999998,154206.5
BAU,HadGEM2-ES,rcp85,2065,Grassland,43193.89,42566.75,43932.35
BAU,HadGEM2-ES,rcp85,2065,Shrubland,109167.38,108847.15,109450.625
BAU,HadGEM2-ES,rcp85,2065,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2065,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2065,Wetland,2692.34,2613.325,2800.325
BAU,HadGEM2-ES,rcp85,2066,Agriculture,42262.53,41570.175,42914.5
BAU,HadGEM2-ES,rcp85,2066,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2066,Developed,34904.15,33992.025,35884.899999999994
BAU,HadGEM2-ES,rcp85,2066,Forest,153850.33,153507.425,154179.2
BAU,HadGEM2-ES,rcp85,2066,Grassland,43140.75,42515,43928.774999999994
BAU,HadGEM2-ES,rcp85,2066,Shrubland,109122.72,108787.225,109437.525
BAU,HadGEM2-ES,rcp85,2066,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2066,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2066,Wetland,2693.52,2610,2798.3749999999995
BAU,HadGEM2-ES,rcp85,2067,Agriculture,42208.38,41480.225,42848.5
BAU,HadGEM2-ES,rcp85,2067,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2067,Developed,35089.72,34159.075,36145.75
BAU,HadGEM2-ES,rcp85,2067,Forest,153806.66,153468.425,154136.225
BAU,HadGEM2-ES,rcp85,2067,Grassland,43096.06,42445.399999999994,43879.5
BAU,HadGEM2-ES,rcp85,2067,Shrubland,109077.55,108735.65,109400.17499999999
BAU,HadGEM2-ES,rcp85,2067,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2067,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2067,Wetland,2695.63,2615,2801.2249999999995
BAU,HadGEM2-ES,rcp85,2068,Agriculture,42159.14,41405.5,42810.45
BAU,HadGEM2-ES,rcp85,2068,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2068,Developed,35274.42,34302.625,36314.375
BAU,HadGEM2-ES,rcp85,2068,Forest,153762.16,153400.15,154115.525
BAU,HadGEM2-ES,rcp85,2068,Grassland,43047.88,42405.899999999994,43873.8
BAU,HadGEM2-ES,rcp85,2068,Shrubland,109033.95,108678.675,109357.9
BAU,HadGEM2-ES,rcp85,2068,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2068,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2068,Wetland,2696.45,2621,2800.4249999999997
BAU,HadGEM2-ES,rcp85,2069,Agriculture,42117.09,41394.825,42762.774999999994
BAU,HadGEM2-ES,rcp85,2069,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2069,Developed,35439.14,34431.075,36444.5
BAU,HadGEM2-ES,rcp85,2069,Forest,153720.68,153362.45,154091.225
BAU,HadGEM2-ES,rcp85,2069,Grassland,43002.28,42318.65,43838.875
BAU,HadGEM2-ES,rcp85,2069,Shrubland,108997.37,108622.725,109312.54999999999
BAU,HadGEM2-ES,rcp85,2069,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2069,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2069,Wetland,2697.44,2626.95,2802.8499999999995
BAU,HadGEM2-ES,rcp85,2070,Agriculture,42073.67,41349.7,42749.125
BAU,HadGEM2-ES,rcp85,2070,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2070,Developed,35611.2,34579.425,36713.600000000006
BAU,HadGEM2-ES,rcp85,2070,Forest,153680.24,153306.475,154065.875
BAU,HadGEM2-ES,rcp85,2070,Grassland,42953.18,42260.149999999994,43769.625
BAU,HadGEM2-ES,rcp85,2070,Shrubland,108957.86,108547.775,109281.7
BAU,HadGEM2-ES,rcp85,2070,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2070,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2070,Wetland,2697.85,2627.95,2804.075
BAU,HadGEM2-ES,rcp85,2071,Agriculture,42021.17,41316.85,42702.725
BAU,HadGEM2-ES,rcp85,2071,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2071,Developed,35788.81,34778.275,36879.55
BAU,HadGEM2-ES,rcp85,2071,Forest,153639.1,153250.75,153995.775
BAU,HadGEM2-ES,rcp85,2071,Grassland,42909.06,42241.125,43661.25
BAU,HadGEM2-ES,rcp85,2071,Shrubland,108916.86,108517.375,109241.875
BAU,HadGEM2-ES,rcp85,2071,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2071,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2071,Wetland,2699,2626.4750000000004,2807.2
BAU,HadGEM2-ES,rcp85,2072,Agriculture,41975.48,41294.45,42649.350000000006
BAU,HadGEM2-ES,rcp85,2072,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2072,Developed,35957.23,34941.25,37026.925
BAU,HadGEM2-ES,rcp85,2072,Forest,153597.46,153204.52500000002,153979.3
BAU,HadGEM2-ES,rcp85,2072,Grassland,42864.92,42235.75,43671.075
BAU,HadGEM2-ES,rcp85,2072,Shrubland,108878.12,108495.79999999999,109215.2
BAU,HadGEM2-ES,rcp85,2072,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2072,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2072,Wetland,2700.79,2627.425,2805.3999999999996
BAU,HadGEM2-ES,rcp85,2073,Agriculture,41928.79,41211.95,42586.075
BAU,HadGEM2-ES,rcp85,2073,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2073,Developed,36135.72,35118.4,37194.1
BAU,HadGEM2-ES,rcp85,2073,Forest,153550.65,153147.125,153924.725
BAU,HadGEM2-ES,rcp85,2073,Grassland,42821.2,42181.85,43634.149999999994
BAU,HadGEM2-ES,rcp85,2073,Shrubland,108835.58,108446.9,109168.075
BAU,HadGEM2-ES,rcp85,2073,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2073,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2073,Wetland,2702.06,2627.425,2807.925
BAU,HadGEM2-ES,rcp85,2074,Agriculture,41883.15,41149.600000000006,42520.3
BAU,HadGEM2-ES,rcp85,2074,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2074,Developed,36318.87,35290.475000000006,37463.8
BAU,HadGEM2-ES,rcp85,2074,Forest,153505.08,153116.25,153849.375
BAU,HadGEM2-ES,rcp85,2074,Grassland,42770.03,42071.125,43538.149999999994
BAU,HadGEM2-ES,rcp85,2074,Shrubland,108794.22,108377.3,109136.775
BAU,HadGEM2-ES,rcp85,2074,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2074,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2074,Wetland,2702.65,2629,2805.9749999999995
BAU,HadGEM2-ES,rcp85,2075,Agriculture,41833.99,41088.95,42495.4
BAU,HadGEM2-ES,rcp85,2075,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2075,Developed,36481.49,35451.274999999994,37686.175
BAU,HadGEM2-ES,rcp85,2075,Forest,153466.21,153094.65,153836.05
BAU,HadGEM2-ES,rcp85,2075,Grassland,42729.77,42012.375,43557.175
BAU,HadGEM2-ES,rcp85,2075,Shrubland,108758.46,108366.75,109111.45
BAU,HadGEM2-ES,rcp85,2075,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2075,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2075,Wetland,2704.08,2629.475,2808.675
BAU,HadGEM2-ES,rcp85,2076,Agriculture,41780.91,41045.55,42470.524999999994
BAU,HadGEM2-ES,rcp85,2076,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2076,Developed,36654.68,35624.675,37847.125
BAU,HadGEM2-ES,rcp85,2076,Forest,153426.44,153009.575,153813.175
BAU,HadGEM2-ES,rcp85,2076,Grassland,42687.98,41958.875,43513.549999999996
BAU,HadGEM2-ES,rcp85,2076,Shrubland,108719.05,108326.9,109070.8
BAU,HadGEM2-ES,rcp85,2076,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2076,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2076,Wetland,2704.94,2631.325,2812.5499999999997
BAU,HadGEM2-ES,rcp85,2077,Agriculture,41733.6,40989.8,42388.475
BAU,HadGEM2-ES,rcp85,2077,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2077,Developed,36830.32,35795.9,38028.725
BAU,HadGEM2-ES,rcp85,2077,Forest,153382.27,152981.175,153754.925
BAU,HadGEM2-ES,rcp85,2077,Grassland,42641.67,41923,43416.425
BAU,HadGEM2-ES,rcp85,2077,Shrubland,108680.52,108291.35,109001.775
BAU,HadGEM2-ES,rcp85,2077,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2077,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2077,Wetland,2705.62,2629.9,2813.2
BAU,HadGEM2-ES,rcp85,2078,Agriculture,41688.09,40967.3,42347.225
BAU,HadGEM2-ES,rcp85,2078,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2078,Developed,37001.57,35939.175,38235.625
BAU,HadGEM2-ES,rcp85,2078,Forest,153337.72,152933.7,153728.52500000002
BAU,HadGEM2-ES,rcp85,2078,Grassland,42597.42,41785.2,43396.9
BAU,HadGEM2-ES,rcp85,2078,Shrubland,108642.36,108244.675,108997.15
BAU,HadGEM2-ES,rcp85,2078,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2078,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2078,Wetland,2706.84,2633.8999999999996,2819.45
BAU,HadGEM2-ES,rcp85,2079,Agriculture,41634.13,40848.55,42361.350000000006
BAU,HadGEM2-ES,rcp85,2079,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2079,Developed,37176.23,36126.75,38446.75
BAU,HadGEM2-ES,rcp85,2079,Forest,153295.8,152880.5,153699.45
BAU,HadGEM2-ES,rcp85,2079,Grassland,42557.14,41772.825,43342.3
BAU,HadGEM2-ES,rcp85,2079,Shrubland,108601.57,108210.475,108954.1
BAU,HadGEM2-ES,rcp85,2079,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2079,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2079,Wetland,2709.13,2634.475,2821.25
BAU,HadGEM2-ES,rcp85,2080,Agriculture,41585.34,40823.3,42288.225
BAU,HadGEM2-ES,rcp85,2080,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2080,Developed,37342.77,36281.350000000006,38558.725000000006
BAU,HadGEM2-ES,rcp85,2080,Forest,153253.71,152815.25,153670.375
BAU,HadGEM2-ES,rcp85,2080,Grassland,42519.72,41691.825,43320.975
BAU,HadGEM2-ES,rcp85,2080,Shrubland,108562.03,108190.175,108927.225
BAU,HadGEM2-ES,rcp85,2080,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2080,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2080,Wetland,2710.43,2637.375,2822.575
BAU,HadGEM2-ES,rcp85,2081,Agriculture,41539.05,40791.6,42256.95
BAU,HadGEM2-ES,rcp85,2081,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2081,Developed,37516.31,36441.2,38728.25
BAU,HadGEM2-ES,rcp85,2081,Forest,153210.75,152781.7,153642.25
BAU,HadGEM2-ES,rcp85,2081,Grassland,42474.78,41661.55,43330.2
BAU,HadGEM2-ES,rcp85,2081,Shrubland,108521.81,108137.85,108900.175
BAU,HadGEM2-ES,rcp85,2081,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2081,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2081,Wetland,2711.3,2633.5,2823.625
BAU,HadGEM2-ES,rcp85,2082,Agriculture,41491.42,40721,42241.95
BAU,HadGEM2-ES,rcp85,2082,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2082,Developed,37685.51,36619.8,38868.35
BAU,HadGEM2-ES,rcp85,2082,Forest,153167.73,152756.1,153585.9
BAU,HadGEM2-ES,rcp85,2082,Grassland,42432.96,41666.375,43218.399999999994
BAU,HadGEM2-ES,rcp85,2082,Shrubland,108483.19,108108.17499999999,108864.525
BAU,HadGEM2-ES,rcp85,2082,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2082,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2082,Wetland,2713.19,2638.8999999999996,2823.1
BAU,HadGEM2-ES,rcp85,2083,Agriculture,41446.33,40673.65,42175.3
BAU,HadGEM2-ES,rcp85,2083,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2083,Developed,37870.31,36731.625,39047.575
BAU,HadGEM2-ES,rcp85,2083,Forest,153121.07,152702.675,153530.2
BAU,HadGEM2-ES,rcp85,2083,Grassland,42383.4,41632.175,43188.925
BAU,HadGEM2-ES,rcp85,2083,Shrubland,108440.12,108066.35,108839.17499999999
BAU,HadGEM2-ES,rcp85,2083,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2083,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2083,Wetland,2712.77,2640.95,2820.2
BAU,HadGEM2-ES,rcp85,2084,Agriculture,41410.61,40592.425,42144.125
BAU,HadGEM2-ES,rcp85,2084,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2084,Developed,38038.26,36831.399999999994,39260.5
BAU,HadGEM2-ES,rcp85,2084,Forest,153076.06,152669.025,153492.4
BAU,HadGEM2-ES,rcp85,2084,Grassland,42334.11,41614.425,43133.3
BAU,HadGEM2-ES,rcp85,2084,Shrubland,108401.32,108036.425,108821.275
BAU,HadGEM2-ES,rcp85,2084,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2084,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2084,Wetland,2713.64,2637.275,2825.25
BAU,HadGEM2-ES,rcp85,2085,Agriculture,41362.1,40637.8,42099.3
BAU,HadGEM2-ES,rcp85,2085,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2085,Developed,38209.96,37029.649999999994,39518.2
BAU,HadGEM2-ES,rcp85,2085,Forest,153034.03,152637.125,153473
BAU,HadGEM2-ES,rcp85,2085,Grassland,42291.61,41559,43110.625
BAU,HadGEM2-ES,rcp85,2085,Shrubland,108360.65,107981.65,108771.125
BAU,HadGEM2-ES,rcp85,2085,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2085,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2085,Wetland,2715.65,2639.85,2822.0249999999996
BAU,HadGEM2-ES,rcp85,2086,Agriculture,41312.97,40586.975,42081.975
BAU,HadGEM2-ES,rcp85,2086,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2086,Developed,38382.41,37098.100000000006,39683.55
BAU,HadGEM2-ES,rcp85,2086,Forest,152990.4,152573.65000000002,153384.5
BAU,HadGEM2-ES,rcp85,2086,Grassland,42250.7,41485.350000000006,43016.925
BAU,HadGEM2-ES,rcp85,2086,Shrubland,108320.07,107944.175,108749.65
BAU,HadGEM2-ES,rcp85,2086,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2086,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2086,Wetland,2717.45,2639,2829.3
BAU,HadGEM2-ES,rcp85,2087,Agriculture,41255.88,40533.775,42001.55
BAU,HadGEM2-ES,rcp85,2087,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2087,Developed,38551.29,37245.075,39755.875
BAU,HadGEM2-ES,rcp85,2087,Forest,152948.97,152537.125,153361.875
BAU,HadGEM2-ES,rcp85,2087,Grassland,42215.5,41462.725000000006,43007.75
BAU,HadGEM2-ES,rcp85,2087,Shrubland,108282.39,107918.025,108708.4
BAU,HadGEM2-ES,rcp85,2087,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2087,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2087,Wetland,2719.97,2643.4750000000004,2831.925
BAU,HadGEM2-ES,rcp85,2088,Agriculture,41207.33,40507.85,41934.649999999994
BAU,HadGEM2-ES,rcp85,2088,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2088,Developed,38726.39,37398.6,39936.85
BAU,HadGEM2-ES,rcp85,2088,Forest,152906.72,152481.825,153322.09999999998
BAU,HadGEM2-ES,rcp85,2088,Grassland,42169.88,41441,42974
BAU,HadGEM2-ES,rcp85,2088,Shrubland,108242.42,107879.95000000001,108668.1
BAU,HadGEM2-ES,rcp85,2088,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2088,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2088,Wetland,2721.26,2642.475,2834.575
BAU,HadGEM2-ES,rcp85,2089,Agriculture,41153.26,40425.899999999994,41851.8
BAU,HadGEM2-ES,rcp85,2089,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2089,Developed,38889.87,37537.899999999994,40113.975
BAU,HadGEM2-ES,rcp85,2089,Forest,152868.99,152468.22499999998,153288.175
BAU,HadGEM2-ES,rcp85,2089,Grassland,42133.08,41416.024999999994,42937.3
BAU,HadGEM2-ES,rcp85,2089,Shrubland,108205.7,107817.225,108646.95
BAU,HadGEM2-ES,rcp85,2089,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2089,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2089,Wetland,2723.1,2641.325,2838.25
BAU,HadGEM2-ES,rcp85,2090,Agriculture,41108.5,40318.600000000006,41864.2
BAU,HadGEM2-ES,rcp85,2090,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2090,Developed,39057.43,37750.524999999994,40304.225000000006
BAU,HadGEM2-ES,rcp85,2090,Forest,152826.26,152418.27500000002,153252.475
BAU,HadGEM2-ES,rcp85,2090,Grassland,42090.62,41355.475,42903.05
BAU,HadGEM2-ES,rcp85,2090,Shrubland,108167.24,107790.275,108611.025
BAU,HadGEM2-ES,rcp85,2090,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2090,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2090,Wetland,2723.95,2639.75,2843.825
BAU,HadGEM2-ES,rcp85,2091,Agriculture,41061.24,40240.100000000006,41812.524999999994
BAU,HadGEM2-ES,rcp85,2091,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2091,Developed,39231.01,37971.8,40398.675
BAU,HadGEM2-ES,rcp85,2091,Forest,152782.78,152373.3,153216.925
BAU,HadGEM2-ES,rcp85,2091,Grassland,42048.07,41328.375,42836.3
BAU,HadGEM2-ES,rcp85,2091,Shrubland,108126.01,107763.8,108565.67499999999
BAU,HadGEM2-ES,rcp85,2091,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2091,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2091,Wetland,2724.89,2637.325,2847.45
BAU,HadGEM2-ES,rcp85,2092,Agriculture,41006.21,40163.275,41752.075
BAU,HadGEM2-ES,rcp85,2092,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2092,Developed,39409.99,38077.425,40634.649999999994
BAU,HadGEM2-ES,rcp85,2092,Forest,152737.57,152322.5,153186.775
BAU,HadGEM2-ES,rcp85,2092,Grassland,42009.9,41319.725,42805.65
BAU,HadGEM2-ES,rcp85,2092,Shrubland,108083.19,107685.70000000001,108539.32500000001
BAU,HadGEM2-ES,rcp85,2092,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2092,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2092,Wetland,2727.14,2639.425,2845.825
BAU,HadGEM2-ES,rcp85,2093,Agriculture,40961.44,40140.725,41769.05
BAU,HadGEM2-ES,rcp85,2093,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2093,Developed,39595.46,38277.075,40828.875
BAU,HadGEM2-ES,rcp85,2093,Forest,152687.42,152276.4,153150.15
BAU,HadGEM2-ES,rcp85,2093,Grassland,41961.84,41267.45,42773.149999999994
